x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,8596.33517052,11058.54956153,8358.41984271,11836.73371534,8123.63144614,8116.07355251,8447.94487055,10255.02751366,8106.44411141,10157.62381274,11675.56456613,8121.95971253,8694.30163395,8173.20401236,10430.79732782
2.0,8039.39092468,10330.39783272,7860.63170527,11038.29348778,7596.86698808,7552.64773677,7960.10825218,9576.74760793,7581.17637664,9495.751017,10858.77242833,7631.63610504,8131.06953303,7624.02029368,9734.58249172
3.0,7692.07197752,9799.32022679,7599.09733906,10452.48285299,7259.98625861,7201.21131838,7694.84701419,9104.67586787,7268.63663687,9048.32398563,10266.99159229,7360.04988444,7763.94545175,7348.0360948,9241.31573886
4.0,7480.76285872,9446.62983961,7482.68533999,10055.16728905,7085.78400344,6986.49254387,7575.8564691,8812.47439594,7100.67032392,8781.82002603,9867.39587526,7240.00808013,7562.56302073,7222.30245461,8933.41846136
5.0,7453.28128801,9307.14329902,7481.72196102,9864.14797705,7058.57907938,6891.32145731,7598.65920288,8711.70334781,7091.91436875,8712.27368922,9677.66744879,7257.65269946,7518.14273443,7224.86607768,8808.34190717
6.0,7776.63052027,9539.67320793,7688.4161427,10045.86955482,7327.59161449,6975.78419199,7885.79982063,8980.28602625,7389.20490646,9009.55588221,9826.74070428,7473.92884634,7782.21526309,7449.33552408,9036.29194074
7.0,8501.62406189,10075.06002463,8295.68338106,10489.61849112,8013.4298795,7376.484969,8588.94354346,9598.50992029,8099.10693788,9627.17032677,10191.72800305,8016.20103962,8422.04118013,8078.54678984,9520.99867909
8.0,8856.72755047,10281.6705126,9220.85406483,10655.67692411,8541.36489517,8003.70868798,9403.61353876,9831.92968648,8636.27105897,9894.64625477,10380.24520401,8878.86124839,8972.42048433,8934.8677235,9747.9510393
9.0,9147.33655957,10881.95653174,9562.87739876,11345.11251917,8724.9313798,8326.02754863,9628.44495132,10284.3363289,8871.29288781,10332.39173238,11134.01563508,9388.67072631,9216.38760536,9289.10848448,10329.1642002
10.0,9635.00638146,11800.85209494,9519.35695225,12408.78198455,9058.75427793,8638.43583149,9668.65289677,11000.27275815,9174.05159326,11103.10535439,12195.81650537,9637.74235259,9585.43979201,9387.88167584,11182.30561576
11.0,10167.69472016,12816.89852229,9478.77175584,13590.28951189,9462.60421298,9026.23309347,9750.61976174,11813.92799932,9524.64521406,11985.81518282,13340.95150333,9788.57439615,10053.14206687,9485.62791649,12138.74678586
12.0,10651.65550542,13776.55954676,9399.60005599,14688.85898887,9836.31582789,9335.63069505,9824.74868442,12602.60421482,9848.66785614,12830.90531262,14420.60903181,9732.27054019,10469.96445789,9509.34422935,13021.68092409
13.0,11101.80189987,14676.46886238,9287.0051902,15663.23847408,10179.85296383,9534.88001771,9881.63816408,13344.62154861,10156.91074755,13607.7989955,15376.03556248,9530.12664775,10832.9496274,9450.28544657,13829.65595644
14.0,11551.79996558,15484.40776488,9190.36998436,16505.68549983,10524.28376329,9683.31358723,9961.63879799,14050.77983064,10480.13469194,14294.53433636,16206.63772516,9312.33281338,11173.56939153,9400.89453463,14556.14519611
15.0,11938.69089757,16137.41956977,9118.48425744,17148.33138055,10840.79832454,9798.57295157,10058.43685403,14650.98053931,10775.01802838,14854.0084473,16846.88577446,9081.67740751,11468.59810123,9352.92539224,15130.6017326
16.0,12223.66242294,16568.5466416,9064.21519648,17560.62929385,11127.31872561,9889.35378504,10130.24102794,15100.92695401,11026.47845025,15281.94439098,17243.71947654,8911.77713623,11698.34553162,9330.062657,15555.93287722
17.0,12407.97628098,16756.35977951,9053.86579892,17765.01235583,11310.31237639,9939.86262689,10175.12205625,15349.75948252,11208.6850418,15516.54706023,17423.9294136,8846.07236383,11829.08143478,9336.04358995,15801.63503756
18.0,12377.77016324,16607.50622413,9085.99663359,17677.39474095,11290.70979093,9937.77089812,10153.39905263,15250.78034066,11195.22119961,15414.7344557,17363.02544549,8930.90554344,11794.79131149,9403.33649137,15722.82243355
19.0,12100.14547793,16148.60291244,9274.84372914,17255.34285829,11149.01550983,9987.10443387,10214.11027365,14769.90229251,11010.03632671,14957.662572,17019.88101901,9334.62272517,11656.14255447,9587.77607407,15282.14764359
20.0,11755.15167256,15428.4848074,9808.62458242,16536.40723553,11186.56281826,10335.96119288,10606.09198504,14115.51778066,10857.4974719,14388.97751021,16332.72207716,10199.38987835,11725.14758132,10110.43362091,14638.35439875
21.0,11736.9879766,15032.89812229,9973.11821867,16053.09510442,11058.68094097,10399.33549664,10546.22869097,13885.90261938,10947.86437363,14003.04066294,15803.40797425,10431.61732072,11660.95907449,10255.08020113,14234.1061104
22.0,11312.22240077,14480.60878161,9790.52006808,15437.50201623,10595.23345665,10135.85479681,10207.69257756,13385.39779247,10572.27497426,13423.74378397,15272.76422164,10393.7255629,11237.45310651,10030.20687171,13741.19770818
23.0,10421.63630778,13404.93277123,9364.68850406,14285.78098863,9859.44703392,9649.38437721,9647.86755876,12367.83088363,9835.54234973,12387.21114619,14166.24131685,10166.40083252,10499.12764748,9550.11538161,12722.89260687
24.0,9343.63635061,12175.43247594,8715.95635039,13009.9153328,8954.64984499,8940.01558016,8900.26542791,11200.03684266,8916.78749142,11208.65899917,12901.96869371,9668.56843676,9586.51102677,8853.0446303,11538.88648997
